CD_Projekt_Red;kurs_GBP_PLN;Pallad;ETF_SP500
0,266160059;0,022749374;0,062970074;0,073490154
0,000481509;0,028023076;0,140757971;0,046357055
0,050833066;-0,003618171;-0,113176393;0,025932023
0,07184396;-0,003840014;0,005990505;0,034919357
-0,028847744;-0,027920035;-0,0471706;-0,050827592
0,035465562;-0,021739533;0,15054163;0,031562506
0,0660465;-0,00672551;-0,013911847;0,059745949
0,095328178;0,027932437;0,006800405;0,009079393
-0,038673042;0,01779311;0,091363264;0,021635492
0,03509207;0,002765071;0,068976965;-0,028168345
0,040426715;0,024373783;0,024999446;0,064219418
0,062736105;-0,006923692;0,055000435;-0,004755854
